<OPEN>,<LOW>,<HIGH>,<CLOSE>,<amount>,<perc>,<DTYYYYMMDD>,<shamsi>
109000,109000,118000,112000,7000,6.67%,2018-12-26,1397/10/05
103950,103950,105000,105000,4000,3.96%,2018-12-25,1397/10/04
101000,101000,101000,101000,1100,1.10%,2018-12-24,1397/10/03
99900,99900,99900,99900,200,0.20%,2018-12-22,1397/10/01
99800,99700,99890,99700,200,0.20%,2018-12-20,1397/09/29
101000,99900,101000,99900,500,0.50%,2018-12-19,1397/09/28
99400,99400,99400,99400,-,-,2018-12-18,1397/09/27
99900,99400,99900,99400,100,0.10%,2018-12-17,1397/09/26
99900,97050,99950,99500,1850,1.86%,2018-12-16,1397/09/25
101250,101250,101850,101350,50,0.05%,2018-12-15,1397/09/24
97900,97900,101500,101300,4200,4.33%,2018-12-13,1397/09/22
108230,86900,109940,97100,11090,11.42%,2018-12-12,1397/09/21
107840,107640,108230,108190,290,0.27%,2018-12-11,1397/09/20
112500,107360,112540,107900,4510,4.18%,2018-12-10,1397/09/19
114870,112110,114870,112410,2760,2.46%,2018-12-09,1397/09/18
112410,112340,116940,115170,2140,1.89%,2018-12-08,1397/09/17
113640,109790,116480,113030,490,0.43%,2018-12-06,1397/09/15
113900,112690,114010,113520,150,0.13%,2018-12-05,1397/09/14
114030,111710,114800,113670,630,0.55%,2018-12-04,1397/09/13
120240,113660,120290,114300,6800,5.95%,2018-12-03,1397/09/12
113570,113570,121100,121100,7520,6.62%,2018-12-02,1397/09/11
112750,107620,115540,113580,1130,1%,2018-12-01,1397/09/10
112680,112450,112680,112450,8700,7.74%,2018-11-29,1397/09/08
121150,121150,121150,121150,1880,1.55%,2018-11-28,1397/09/07
123030,123030,123030,123030,320,0.26%,2018-11-27,1397/09/06
123350,123350,123350,123350,3900,3.16%,2018-11-26,1397/09/05
127250,127250,127250,127250,460,0.36%,2018-11-24,1397/09/03
127710,127710,127710,127710,200,0.16%,2018-11-22,1397/09/01
127910,127910,127910,127910,490,0.38%,2018-11-21,1397/08/30
128400,128400,128400,128400,1180,0.93%,2018-11-20,1397/08/29
127220,127220,127220,127220,6350,5.25%,2018-11-19,1397/08/28
120870,120870,120870,120870,2670,2.26%,2018-11-18,1397/08/27
118150,118150,118200,118200,200,0.17%,2018-11-17,1397/08/26
119000,118400,119000,118400,19200,16.22%,2018-11-15,1397/08/24
137210,136750,138940,137600,440,0.32%,2018-09-13,1397/06/22
135370,134170,138980,137160,1830,1.35%,2018-09-12,1397/06/21
138190,135190,146060,135330,2830,2.09%,2018-09-11,1397/06/20
129940,129550,138980,138160,8530,6.58%,2018-09-10,1397/06/19
128710,120970,130320,129630,1390,1.08%,2018-09-09,1397/06/18
134620,127780,135700,128240,6230,4.86%,2018-09-08,1397/06/17
136430,134680,144700,135110,1780,1.32%,2018-09-06,1397/06/15
137140,136400,150670,136890,50,0.04%,2018-09-05,1397/06/14
128230,127760,139610,136840,8890,6.95%,2018-09-04,1397/06/13
112060,104000,121980,119770,7880,7.04%,2018-09-02,1397/06/11
109960,107420,112320,111890,1920,1.75%,2018-09-01,1397/06/10
110250,109420,110420,109970,380,0.35%,2018-08-31,1397/06/09
109430,109270,111050,110350,240,0.22%,2018-08-30,1397/06/08
110620,106020,110680,110110,500,0.45%,2018-08-29,1397/06/07
107140,104770,110700,110610,3460,3.23%,2018-08-28,1397/06/06
105310,105270,108140,107150,1720,1.63%,2018-08-27,1397/06/05
105020,104390,106440,105430,1040,1%,2018-08-26,1397/06/04
102810,102720,105020,104390,1600,1.56%,2018-08-25,1397/06/03
105080,102370,105280,102790,2300,2.24%,2018-08-24,1397/06/02
105470,103770,106640,105090,370,0.35%,2018-08-23,1397/06/01
105830,105230,106070,105460,380,0.36%,2018-08-22,1397/05/31
104150,103600,107110,105840,1700,1.63%,2018-08-21,1397/05/30
103160,102880,105600,104140,1090,1.06%,2018-08-20,1397/05/29
102980,101960,105280,103050,250,0.24%,2018-08-19,1397/05/28
107060,102600,107080,103300,3820,3.70%,2018-08-18,1397/05/27
107120,106610,109980,107120,30,0.03%,2018-08-17,1397/05/26
105040,103360,107150,107090,2060,1.96%,2018-08-16,1397/05/25
105540,103070,107970,105030,520,0.50%,2018-08-15,1397/05/24
106260,105150,110300,105550,710,0.67%,2018-08-14,1397/05/23
100880,99470,106590,106260,5410,5.36%,2018-08-13,1397/05/22
103970,97470,105910,100850,3430,3.40%,2018-08-12,1397/05/21
109370,100370,111550,104280,5150,4.94%,2018-08-11,1397/05/20
103350,103170,109670,109430,6070,5.87%,2018-08-10,1397/05/19
102520,91740,111550,103360,820,0.80%,2018-08-09,1397/05/18
89780,89250,107860,102540,12780,14.24%,2018-08-08,1397/05/17
95970,82310,98050,89760,6200,6.91%,2018-08-07,1397/05/16
98150,92450,99290,95960,2210,2.30%,2018-08-06,1397/05/15
98100,98170,101660,98170,3310,3.37%,2018-08-05,1397/05/14
105760,99000,113460,101480,4290,4.23%,2018-08-04,1397/05/13
112970,102100,113370,105770,7190,6.80%,2018-08-03,1397/05/12
105990,95600,113120,112960,6980,6.59%,2018-08-02,1397/05/11
105390,101010,111930,105980,570,0.54%,2018-08-01,1397/05/10
114710,95090,114890,105410,9290,8.81%,2018-07-31,1397/05/09
116550,107810,117610,114700,1800,1.57%,2018-07-30,1397/05/08
103780,101000,118260,116500,19560,20.18%,2018-07-29,1397/05/07
94550,92880,96940,96940,2380,2.52%,2018-07-28,1397/05/06
93170,93060,95530,94560,1400,1.50%,2018-07-27,1397/05/05
91560,91340,95290,93160,1610,1.76%,2018-07-26,1397/05/04
94070,91450,94600,91550,2510,2.74%,2018-07-25,1397/05/03
93710,91130,95750,94060,360,0.38%,2018-07-24,1397/05/02
88990,88730,95340,93700,4730,5.32%,2018-07-23,1397/05/01
86250,85990,90460,88970,2470,2.86%,2018-07-22,1397/04/31
81470,81340,86500,86500,5010,6.15%,2018-07-21,1397/04/30
81980,81240,82740,81490,470,0.58%,2018-07-20,1397/04/29
81360,80770,84620,81960,620,0.76%,2018-07-19,1397/04/28
81940,80450,83640,81340,610,0.75%,2018-07-18,1397/04/27
79170,77650,81990,81950,2760,3.49%,2018-07-17,1397/04/26
80780,78790,81320,79190,1550,1.96%,2018-07-16,1397/04/25
80300,80300,83120,80740,1130,1.42%,2018-07-15,1397/04/24
78210,77770,80230,79610,1390,1.78%,2018-07-14,1397/04/23
78170,77740,78620,78220,60,0.08%,2018-07-13,1397/04/22
77920,77090,79210,78160,260,0.33%,2018-07-12,1397/04/21
79470,77650,80090,77850,1610,2.07%,2018-07-10,1397/04/19
79820,78630,79860,79460,400,0.50%,2018-07-09,1397/04/18
79800,78610,80870,79860,330,0.41%,2018-07-08,1397/04/17
80390,76930,80640,80190,180,0.22%,2018-07-07,1397/04/16
78460,78340,81690,80370,1900,2.42%,2018-07-06,1397/04/15
80150,76250,80360,78470,1670,2.13%,2018-07-05,1397/04/14
81640,78850,82160,80140,1460,1.82%,2018-07-04,1397/04/13
83330,81390,83610,81600,1710,2.10%,2018-07-03,1397/04/12
83650,82170,85420,83310,270,0.32%,2018-07-02,1397/04/11
79980,79870,83670,83580,3830,4.80%,2018-07-01,1397/04/10
82300,78200,85050,79750,2530,3.17%,2018-06-30,1397/04/09
82270,81940,83310,82280,-,-,2018-06-29,1397/04/08
79710,79630,84510,82280,2540,3.19%,2018-06-28,1397/04/07
78920,77900,80290,79740,830,1.05%,2018-06-27,1397/04/06
81530,78330,83640,78910,2640,3.35%,2018-06-26,1397/04/05
87000,78760,89430,81550,5500,6.74%,2018-06-25,1397/04/04
81000,79620,90960,87050,11990,15.97%,2018-06-24,1397/04/03
74930,74530,75360,75060,6680,8.90%,2018-06-23,1397/04/02
73980,73580,75750,74910,910,1.23%,2018-06-21,1397/03/31
72290,72260,74030,74000,1730,2.39%,2018-06-20,1397/03/30
70550,70250,72720,72270,1730,2.45%,2018-06-19,1397/03/29
70430,69300,72760,70540,230,0.33%,2018-06-18,1397/03/28
68740,67940,70690,70310,990,1.43%,2018-06-17,1397/03/27
68650,68520,69380,69320,650,0.95%,2018-06-16,1397/03/26
67680,67630,68880,68670,980,1.45%,2018-06-15,1397/03/25
70070,66600,70160,67690,2390,3.53%,2018-06-14,1397/03/24
70340,69780,71860,70080,270,0.39%,2018-06-13,1397/03/23
67800,67790,70910,70350,2540,3.75%,2018-06-12,1397/03/22
65740,65500,68660,67810,2050,3.12%,2018-06-11,1397/03/21
67570,65760,68880,65760,1590,2.42%,2018-06-10,1397/03/20
64400,64310,67350,67350,2960,4.60%,2018-06-09,1397/03/19
65040,64390,65220,64390,640,0.99%,2018-06-08,1397/03/18
65070,64770,66020,65030,60,0.09%,2018-06-07,1397/03/17
65200,64710,65350,65090,120,0.18%,2018-06-06,1397/03/16
64260,64040,65460,65210,960,1.49%,2018-06-05,1397/03/15
64400,64090,64530,64250,140,0.22%,2018-06-04,1397/03/14
64470,63610,64950,64390,490,0.77%,2018-06-03,1397/03/13
65000,63830,65180,63900,1120,1.75%,2018-06-02,1397/03/12
64630,64620,65150,65020,380,0.59%,2018-06-01,1397/03/11
64370,64000,64900,64640,260,0.40%,2018-05-31,1397/03/10
62930,62890,65740,64380,1460,2.32%,2018-05-30,1397/03/09
63540,58650,64150,62920,610,0.97%,2018-05-29,1397/03/08
63700,62740,64480,63530,100,0.16%,2018-05-28,1397/03/07
64020,63300,64440,63630,340,0.53%,2018-05-27,1397/03/06
63660,63280,63970,63970,300,0.47%,2018-05-26,1397/03/05
63450,63360,63670,63670,230,0.36%,2018-05-25,1397/03/04
63630,62430,64250,63440,200,0.32%,2018-05-24,1397/03/03
63860,63310,63990,63640,230,0.36%,2018-05-23,1397/03/02
63320,62410,64410,63870,540,0.85%,2018-05-22,1397/03/01
62130,62060,64050,63330,1320,2.13%,2018-05-21,1397/02/31
61250,60650,62250,62010,630,1.03%,2018-05-20,1397/02/30
62630,61380,62710,61380,1260,2.05%,2018-05-19,1397/02/29
62750,62600,62980,62640,100,0.16%,2018-05-18,1397/02/28
61530,61380,63650,62740,1220,1.98%,2018-05-17,1397/02/27
64150,60940,65280,61520,2620,4.26%,2018-05-16,1397/02/26
63310,62050,64290,64140,840,1.33%,2018-05-15,1397/02/25
64540,61130,64560,63300,1250,1.97%,2018-05-14,1397/02/24
65410,63990,66300,64550,1420,2.20%,2018-05-13,1397/02/23
66920,64370,67480,65970,930,1.41%,2018-05-12,1397/02/22
66520,66300,66990,66900,370,0.56%,2018-05-11,1397/02/21
65720,64660,68090,66530,820,1.25%,2018-05-10,1397/02/20
63890,63650,66840,65710,1810,2.83%,2018-05-09,1397/02/19
59220,59080,64420,63900,4670,7.88%,2018-05-08,1397/02/18
63510,59060,63650,59230,4270,7.21%,2018-05-07,1397/02/17
63810,62180,65600,63500,330,0.52%,2018-05-06,1397/02/16
61150,61100,65130,63830,2670,4.37%,2018-05-05,1397/02/15
61190,61090,61420,61160,10,0.02%,2018-05-04,1397/02/14
59630,59440,61970,61170,1530,2.57%,2018-05-03,1397/02/13
59640,59310,59740,59640,10,0.02%,2018-05-02,1397/02/12
57020,57020,60390,59650,2620,4.59%,2018-05-01,1397/02/11
58520,56610,59610,57030,1510,2.65%,2018-04-30,1397/02/10
57110,56950,58540,58540,1430,2.50%,2018-04-29,1397/02/09
56050,56040,57180,57110,1080,1.93%,2018-04-28,1397/02/08
55460,55310,56420,56350,880,1.59%,2018-04-26,1397/02/06
54250,54110,55600,55470,1240,2.29%,2018-04-25,1397/02/05
54830,54450,55240,54500,790,1.45%,2018-04-24,1397/02/04
55880,54880,56010,55290,580,1.05%,2018-04-23,1397/02/03
56170,55870,56330,55870,460,0.82%,2018-04-22,1397/02/02
56120,56020,56480,56330,200,0.36%,2018-04-21,1397/02/01
55730,55680,56160,56130,390,0.70%,2018-04-20,1397/01/31
55930,55470,55960,55740,180,0.32%,2018-04-19,1397/01/30
53380,53310,55970,55920,13920,33.14%,2018-04-18,1397/01/29
42000,42000,42000,42000,16650,39.64%,2018-04-11,1397/01/22
56450,56450,60480,58650,2050,3.62%,2018-04-09,1397/01/20
52450,52080,57050,56600,4890,9.46%,2018-04-08,1397/01/19
50700,50700,51850,51710,770,1.51%,2018-04-07,1397/01/18
50430,50400,50940,50940,380,0.75%,2018-04-05,1397/01/16
50550,50050,50560,50560,20,0.04%,2018-04-04,1397/01/15
49850,49850,51450,50540,260,0.51%,2018-04-03,1397/01/14
50800,50800,50800,50800,510,1.01%,2018-04-02,1397/01/13
50450,50290,50450,50290,510,1.01%,2018-04-01,1397/01/12
50850,50800,50850,50800,220,0.43%,2018-03-31,1397/01/11
51020,51020,51020,51020,570,1.13%,2018-03-30,1397/01/10
50570,50410,51400,50450,10,0.02%,2018-03-29,1397/01/09
50440,50340,50700,50460,30,0.06%,2018-03-28,1397/01/08
51010,49600,51400,50490,540,1.07%,2018-03-27,1397/01/07
49710,49710,51180,51030,1120,2.24%,2018-03-26,1397/01/06
49390,49210,50080,49910,700,1.42%,2018-03-25,1397/01/05
48810,48810,49210,49210,220,0.45%,2018-03-24,1397/01/04
48750,48750,49130,48990,420,0.86%,2018-03-20,1396/12/29
48280,48280,48750,48570,380,0.79%,2018-03-19,1396/12/28
48290,48190,48290,48190,120,0.25%,2018-03-18,1396/12/27
48670,48290,48740,48310,340,0.70%,2018-03-17,1396/12/26
48650,48650,48650,48650,160,0.33%,2018-03-16,1396/12/25
48550,48370,48560,48490,20,0.04%,2018-03-15,1396/12/24
48210,48060,48510,48510,350,0.73%,2018-03-14,1396/12/23
48270,47820,48420,48160,100,0.21%,2018-03-13,1396/12/22
48080,47230,48500,48260,230,0.48%,2018-03-12,1396/12/21
47920,47850,48030,48030,70,0.15%,2018-03-11,1396/12/20
48340,47960,48340,47960,70,0.15%,2018-03-10,1396/12/19
47890,47890,47890,47890,30,0.06%,2018-03-09,1396/12/18
47890,47850,47900,47860,20,0.04%,2018-03-08,1396/12/17
47950,47840,47960,47880,130,0.27%,2018-03-07,1396/12/16
47740,47730,47800,47750,60,0.13%,2018-03-06,1396/12/15
47730,47630,47790,47690,10,0.02%,2018-03-05,1396/12/14
47110,47080,47700,47700,620,1.32%,2018-03-04,1396/12/13
44680,44670,47330,47080,2390,5.35%,2018-03-03,1396/12/12
44690,44690,44690,44690,10,0.02%,2018-03-02,1396/12/11
44700,44690,44700,44700,10,0.02%,2018-03-01,1396/12/10
44710,44710,44710,44710,10,0.02%,2018-02-28,1396/12/09
44760,44720,44760,44720,60,0.13%,2018-02-27,1396/12/08
44780,44760,44780,44780,20,0.04%,2018-02-26,1396/12/07
44790,44750,44800,44760,20,0.04%,2018-02-25,1396/12/06
44900,44770,44900,44780,150,0.33%,2018-02-24,1396/12/05
45130,44930,45250,44930,250,0.56%,2018-02-22,1396/12/03
45700,45180,45700,45180,570,1.26%,2018-02-21,1396/12/02
46060,45670,46060,45750,340,0.74%,2018-02-19,1396/11/30
46970,46090,46970,46090,880,1.91%,2018-02-18,1396/11/29
47380,46970,47450,46970,410,0.87%,2018-02-17,1396/11/28
47900,47380,47900,47380,790,1.67%,2018-02-15,1396/11/26
48750,48160,48750,48170,600,1.25%,2018-02-14,1396/11/25
48720,48450,49120,48770,280,0.58%,2018-02-13,1396/11/24
47320,47320,48500,48490,1220,2.58%,2018-02-12,1396/11/23
47260,47250,47350,47270,20,0.04%,2018-02-11,1396/11/22
46640,46420,47500,47250,550,1.18%,2018-02-10,1396/11/21
45430,45370,46850,46700,1250,2.75%,2018-02-08,1396/11/19
46930,45410,47800,45450,1450,3.19%,2018-02-07,1396/11/18
46660,46110,47020,46900,140,0.30%,2018-02-06,1396/11/17
47490,46730,47590,46760,680,1.45%,2018-02-05,1396/11/16
47090,46890,47790,47440,400,0.85%,2018-02-04,1396/11/15
46540,46410,47080,47040,570,1.23%,2018-02-03,1396/11/14
46480,46380,46540,46470,20,0.04%,2018-02-01,1396/11/12
45880,45620,46450,46450,780,1.71%,2018-01-31,1396/11/11
45450,45420,45830,45670,170,0.37%,2018-01-30,1396/11/10
45700,45490,46080,45500,180,0.40%,2018-01-29,1396/11/09
45230,45230,45690,45680,520,1.15%,2018-01-28,1396/11/08
45230,45010,45280,45160,170,0.38%,2018-01-27,1396/11/07
45630,45330,45650,45330,330,0.73%,2018-01-25,1396/11/05
45610,45530,46010,45660,140,0.31%,2018-01-24,1396/11/04
45780,45550,46460,45800,10,0.02%,2018-01-23,1396/11/03
46230,45600,46980,45790,180,0.39%,2018-01-22,1396/11/02
45530,45420,46420,45970,640,1.41%,2018-01-21,1396/11/01
44570,44570,45650,45330,750,1.68%,2018-01-20,1396/10/30
44610,44500,44910,44580,100,0.22%,2018-01-18,1396/10/28
44370,44100,44590,44480,190,0.43%,2018-01-17,1396/10/27
44280,44200,44480,44290,80,0.18%,2018-01-16,1396/10/26
44170,43920,44230,44210,50,0.11%,2018-01-15,1396/10/25
44110,44090,44520,44260,150,0.34%,2018-01-14,1396/10/24
43690,43670,44140,44110,40,0.09%,2018-01-13,1396/10/23
44030,44030,44380,44150,140,0.32%,2018-01-11,1396/10/21
43690,43690,44020,44010,350,0.80%,2018-01-10,1396/10/20
43650,43490,43970,43660,290,0.66%,2018-01-09,1396/10/19
43680,43680,44150,43950,420,0.96%,2018-01-08,1396/10/18
43340,43340,43580,43530,210,0.48%,2018-01-07,1396/10/17
43200,42800,43320,43320,80,0.19%,2018-01-06,1396/10/16
43640,43130,43690,43240,500,1.16%,2018-01-04,1396/10/14
43380,43000,43910,43740,350,0.81%,2018-01-03,1396/10/13
42960,42850,43460,43390,510,1.19%,2018-01-02,1396/10/12
42990,42880,43230,42880,-,-,2018-01-01,1396/10/11
42420,42420,42920,42880,530,1.25%,2017-12-31,1396/10/10
42150,42110,42360,42350,320,0.76%,2017-12-30,1396/10/09
41930,41920,42100,42030,140,0.33%,2017-12-28,1396/10/07
41800,41800,42100,41890,-,-,2017-12-27,1396/10/06
41800,41750,41890,41890,100,0.24%,2017-12-26,1396/10/05
41900,41790,41950,41790,150,0.36%,2017-12-25,1396/10/04
41950,41860,41980,41940,80,0.19%,2017-12-24,1396/10/03
42000,41850,42000,41860,80,0.19%,2017-12-23,1396/10/02
41940,41940,41940,41940,80,0.19%,2017-12-21,1396/09/30
41900,41860,41970,41860,110,0.26%,2017-12-20,1396/09/29
41800,41800,41970,41970,160,0.38%,2017-12-19,1396/09/28
41850,41780,41870,41810,20,0.05%,2017-12-18,1396/09/27
41830,41810,42000,41830,70,0.17%,2017-12-17,1396/09/26
42090,41900,42090,41900,210,0.50%,2017-12-16,1396/09/25
42090,42030,42110,42110,80,0.19%,2017-12-14,1396/09/23
42080,42080,42230,42190,10,0.02%,2017-12-13,1396/09/22
42130,42040,42220,42200,90,0.21%,2017-12-12,1396/09/21
42140,42070,42170,42110,40,0.10%,2017-12-11,1396/09/20
42070,42060,42200,42070,40,0.10%,2017-12-10,1396/09/19
41900,41860,42030,42030,80,0.19%,2017-12-09,1396/09/18
41960,41930,42000,41950,70,0.17%,2017-12-07,1396/09/16
41980,41950,42140,42020,160,0.38%,2017-12-05,1396/09/14
41660,41660,41920,41860,220,0.53%,2017-12-04,1396/09/13
41500,41480,41680,41640,90,0.22%,2017-12-03,1396/09/12
41450,41440,41550,41550,160,0.39%,2017-12-02,1396/09/11
41380,41320,41390,41390,30,0.07%,2017-11-30,1396/09/09
41340,41250,41480,41360,90,0.22%,2017-11-29,1396/09/08
41190,41180,41290,41270,90,0.22%,2017-11-28,1396/09/07
41150,41150,41180,41180,-,-,2017-11-27,1396/09/06
41220,41110,41220,41180,90,0.22%,2017-11-26,1396/09/05
41230,41200,41290,41270,30,0.07%,2017-11-25,1396/09/04
41230,41230,41280,41240,30,0.07%,2017-11-23,1396/09/02
41020,41010,41250,41210,280,0.68%,2017-11-22,1396/09/01
40920,40910,40990,40930,10,0.02%,2017-11-21,1396/08/30
41000,40930,41050,40940,20,0.05%,2017-11-20,1396/08/29
40960,40950,40990,40960,40,0.10%,2017-11-18,1396/08/27
40980,40960,41010,41000,10,0.02%,2017-11-16,1396/08/25
41100,40970,41100,41010,210,0.51%,2017-11-15,1396/08/24
41340,41120,41380,41220,140,0.34%,2017-11-14,1396/08/23
40970,40970,41360,41360,370,0.90%,2017-11-13,1396/08/22
40850,40850,40990,40990,160,0.39%,2017-11-12,1396/08/21
40750,40750,40850,40830,90,0.22%,2017-11-11,1396/08/20
40710,40700,40760,40740,40,0.10%,2017-11-08,1396/08/17
40730,40690,40770,40700,20,0.05%,2017-11-07,1396/08/16
40700,40690,40740,40720,60,0.15%,2017-11-06,1396/08/15
40520,40510,40700,40660,120,0.30%,2017-11-05,1396/08/14
40550,40500,40550,40540,-,-,2017-11-04,1396/08/13
40570,40490,40570,40540,40,0.10%,2017-11-02,1396/08/11
40550,40520,40620,40580,60,0.15%,2017-11-01,1396/08/10
40530,40520,40570,40520,30,0.07%,2017-10-31,1396/08/09
40710,40540,40720,40550,140,0.35%,2017-10-30,1396/08/08
40670,40620,40760,40690,90,0.22%,2017-10-29,1396/08/07
40400,40390,40600,40600,280,0.69%,2017-10-28,1396/08/06
40300,40260,40330,40320,40,0.10%,2017-10-26,1396/08/04
40330,40220,40330,40280,20,0.05%,2017-10-25,1396/08/03
40200,40190,40350,40300,120,0.30%,2017-10-24,1396/08/02
40120,40110,40180,40180,70,0.17%,2017-10-23,1396/08/01
40140,40110,40160,40110,20,0.05%,2017-10-22,1396/07/30
40140,40130,40190,40130,40,0.10%,2017-10-21,1396/07/29
40220,40110,40220,40170,40,0.10%,2017-10-19,1396/07/27
40170,40170,40340,40210,20,0.05%,2017-10-18,1396/07/26
40070,40070,40190,40190,110,0.27%,2017-10-17,1396/07/25
40060,40010,40150,40080,10,0.02%,2017-10-16,1396/07/24
39950,39930,40080,40070,100,0.25%,2017-10-15,1396/07/23
40190,39970,40190,39970,200,0.50%,2017-10-14,1396/07/22
40180,40170,40180,40170,10,0.02%,2017-10-12,1396/07/20
40220,40040,40230,40160,80,0.20%,2017-10-11,1396/07/19
40480,39830,40490,40240,170,0.42%,2017-10-10,1396/07/18
39760,39740,40410,40410,630,1.58%,2017-10-09,1396/07/17
39660,39600,39980,39780,70,0.18%,2017-10-08,1396/07/16
39540,39530,39710,39710,230,0.58%,2017-10-07,1396/07/15
39380,39380,39480,39480,110,0.28%,2017-10-05,1396/07/13
39240,39240,39370,39370,70,0.18%,2017-10-04,1396/07/12
39170,39170,39300,39300,140,0.36%,2017-10-03,1396/07/11
39120,39120,39160,39160,50,0.13%,2017-10-02,1396/07/10
39080,39080,39110,39110,40,0.10%,2017-09-28,1396/07/06
39050,39050,39090,39070,10,0.03%,2017-09-27,1396/07/05
39010,39010,39130,39060,60,0.15%,2017-09-26,1396/07/04
38930,38930,39000,39000,80,0.21%,2017-09-25,1396/07/03
38920,38920,38930,38920,10,0.03%,2017-09-24,1396/07/02
38940,38910,38960,38930,10,0.03%,2017-09-23,1396/07/01
38920,38920,38920,38920,10,0.03%,2017-09-21,1396/06/30
38930,38910,38930,38930,10,0.03%,2017-09-20,1396/06/29
38950,38920,38950,38920,50,0.13%,2017-09-19,1396/06/28
38970,38960,39000,38970,10,0.03%,2017-09-18,1396/06/27
39080,38980,39080,38980,60,0.15%,2017-09-17,1396/06/26
39120,39040,39120,39040,60,0.15%,2017-09-16,1396/06/25
