<OPEN>,<LOW>,<HIGH>,<CLOSE>,<amount>,<perc>,<DTYYYYMMDD>,<shamsi>
37950,37900,37950,37900,30,0.08%,2017-07-12,1396/04/21
37910,37910,37960,37930,50,0.13%,2017-07-11,1396/04/20
37870,37860,37880,37880,20,0.05%,2017-07-10,1396/04/19
37880,37860,37890,37860,30,0.08%,2017-07-09,1396/04/18
37890,37880,37900,37890,10,0.03%,2017-07-08,1396/04/17
37890,37880,37920,37880,-,-,2017-07-06,1396/04/15
37820,37790,37880,37880,80,0.21%,2017-07-05,1396/04/14
37840,37800,37860,37800,10,0.03%,2017-07-04,1396/04/13
37820,37780,37820,37790,50,0.13%,2017-07-03,1396/04/12
37870,37840,37880,37840,50,0.13%,2017-07-02,1396/04/11
37720,37720,37910,37890,210,0.56%,2017-07-01,1396/04/10
37640,37640,37680,37680,90,0.24%,2017-06-29,1396/04/08
37560,37560,37650,37590,50,0.13%,2017-06-28,1396/04/07
37500,37500,37540,37540,-,-,2017-06-27,1396/04/06
37580,37540,37590,37540,30,0.08%,2017-06-25,1396/04/04
37450,37450,37580,37570,130,0.35%,2017-06-24,1396/04/03
37460,37440,37480,37440,20,0.05%,2017-06-22,1396/04/01
37420,37370,37420,37420,30,0.08%,2017-06-21,1396/03/31
37510,37450,37520,37450,50,0.13%,2017-06-20,1396/03/30
37480,37440,37610,37500,-,-,2017-06-19,1396/03/29
37320,37320,37500,37500,180,0.48%,2017-06-18,1396/03/28
37300,37270,37340,37320,10,0.03%,2017-06-17,1396/03/27
37320,37300,37320,37310,10,0.03%,2017-06-15,1396/03/25
37280,37270,37310,37300,30,0.08%,2017-06-14,1396/03/24
37310,37270,37310,37270,30,0.08%,2017-06-13,1396/03/23
37340,37290,37350,37300,50,0.13%,2017-06-12,1396/03/22
37350,37350,37380,37350,10,0.03%,2017-06-11,1396/03/21
37380,37350,37380,37360,10,0.03%,2017-06-10,1396/03/20
37400,37370,37400,37370,10,0.03%,2017-06-08,1396/03/18
37310,37300,37390,37380,80,0.21%,2017-06-07,1396/03/17
37320,37290,37320,37300,30,0.08%,2017-06-06,1396/03/16
37330,37330,37330,37330,10,0.03%,2017-06-04,1396/03/14
37330,37320,37330,37320,20,0.05%,2017-06-03,1396/03/13
37350,37340,37350,37340,-,-,2017-06-01,1396/03/11
37380,37330,37580,37340,20,0.05%,2017-05-31,1396/03/10
37370,37350,37380,37360,20,0.05%,2017-05-30,1396/03/09
37380,37380,37430,37380,10,0.03%,2017-05-29,1396/03/08
37420,37370,37450,37370,60,0.16%,2017-05-28,1396/03/07
37420,37420,37460,37430,-,-,2017-05-27,1396/03/06
37470,37430,37470,37430,50,0.13%,2017-05-25,1396/03/04
37520,37480,37560,37480,50,0.13%,2017-05-24,1396/03/03
37450,37450,37580,37530,180,0.48%,2017-05-23,1396/03/02
37330,37320,37390,37350,50,0.13%,2017-05-22,1396/03/01
37380,37330,37400,37400,10,0.03%,2017-05-21,1396/02/31
37690,37410,37690,37410,260,0.70%,2017-05-20,1396/02/30
37720,37670,37730,37670,40,0.11%,2017-05-18,1396/02/28
37590,37550,37720,37710,160,0.43%,2017-05-17,1396/02/27
37550,37540,37580,37550,10,0.03%,2017-05-16,1396/02/26
37580,37540,37580,37540,20,0.05%,2017-05-15,1396/02/25
37580,37560,37600,37560,30,0.08%,2017-05-14,1396/02/24
37600,37570,37610,37590,-,-,2017-05-13,1396/02/23
37580,37570,37600,37590,20,0.05%,2017-05-11,1396/02/21
37570,37560,37590,37570,30,0.08%,2017-05-10,1396/02/20
37560,37540,37570,37540,30,0.08%,2017-05-09,1396/02/19
37580,37570,37600,37570,20,0.05%,2017-05-08,1396/02/18
37620,37580,37620,37590,40,0.11%,2017-05-07,1396/02/17
37710,37620,37750,37630,70,0.19%,2017-05-06,1396/02/16
37660,37660,37700,37700,50,0.13%,2017-05-04,1396/02/14
37630,37620,37650,37650,30,0.08%,2017-05-03,1396/02/13
37660,37620,37680,37620,50,0.13%,2017-05-02,1396/02/12
37710,37660,37730,37670,60,0.16%,2017-05-01,1396/02/11
37740,37730,37820,37730,-,-,2017-04-30,1396/02/10
37640,37640,37730,37730,110,0.29%,2017-04-29,1396/02/09
37610,37610,37620,37620,20,0.05%,2017-04-27,1396/02/07
37550,37550,37620,37600,70,0.19%,2017-04-26,1396/02/06
37540,37530,37540,37530,-,-,2017-04-24,1396/02/04
37500,37500,37530,37530,40,0.11%,2017-04-23,1396/02/03
37490,37480,37500,37490,10,0.03%,2017-04-22,1396/02/02
37500,37470,37500,37480,10,0.03%,2017-04-20,1396/01/31
37490,37490,37510,37490,10,0.03%,2017-04-19,1396/01/30
37540,37500,37540,37500,50,0.13%,2017-04-18,1396/01/29
37560,37540,37570,37550,-,-,2017-04-17,1396/01/28
37590,37550,37590,37550,50,0.13%,2017-04-16,1396/01/27
37570,37570,37610,37600,10,0.03%,2017-04-15,1396/01/26
37620,37590,37620,37590,40,0.11%,2017-04-13,1396/01/24
37650,37590,37650,37630,-,-,2017-04-12,1396/01/23
37650,37620,37670,37630,-,-,2017-04-10,1396/01/21
37600,37600,37640,37630,20,0.05%,2017-04-09,1396/01/20
37620,37580,37630,37610,-,-,2017-04-08,1396/01/19
37630,37610,37650,37610,40,0.11%,2017-04-06,1396/01/17
37490,37490,37650,37650,120,0.32%,2017-04-05,1396/01/16
37700,37530,37700,37530,160,0.43%,2017-04-04,1396/01/15
37510,37490,37730,37690,290,0.78%,2017-04-03,1396/01/14
37480,37390,37480,37400,120,0.32%,2017-03-30,1396/01/10
37630,37500,37630,37520,140,0.37%,2017-03-29,1396/01/09
38550,37630,38550,37660,20,0.05%,2017-03-28,1396/01/08
37570,37330,37640,37640,100,0.27%,2017-03-27,1396/01/07
37650,37540,37680,37540,130,0.35%,2017-03-26,1396/01/06
37580,37550,37670,37670,190,0.51%,2017-03-25,1396/01/05
37510,37480,37510,37480,-,-,2017-03-23,1396/01/03
37520,37450,37520,37480,-,-,2017-03-21,1396/01/01
37590,37460,37590,37480,90,0.24%,2017-03-18,1395/12/28
37920,37540,37920,37570,380,1.01%,2017-03-16,1395/12/26
37650,37650,37970,37950,320,0.85%,2017-03-15,1395/12/25
37490,37460,37980,37630,130,0.35%,2017-03-14,1395/12/24
37500,37430,37510,37500,10,0.03%,2017-03-13,1395/12/23
37580,37480,37600,37490,100,0.27%,2017-03-12,1395/12/22
37520,37520,37660,37590,100,0.27%,2017-03-11,1395/12/21
37250,37250,37540,37490,250,0.67%,2017-03-09,1395/12/19
37450,37230,37450,37240,220,0.59%,2017-03-08,1395/12/18
37600,37460,37600,37460,150,0.40%,2017-03-07,1395/12/17
37730,37610,37730,37610,130,0.35%,2017-03-06,1395/12/16
37800,37730,37800,37740,70,0.19%,2017-03-05,1395/12/15
37840,37810,37850,37810,20,0.05%,2017-03-04,1395/12/14
37830,37830,37830,37830,10,0.03%,2017-03-02,1395/12/12
37800,37800,37850,37840,50,0.13%,2017-03-01,1395/12/11
37780,37720,37790,37790,-,-,2017-02-28,1395/12/10
37830,37780,38200,37790,20,0.05%,2017-02-27,1395/12/09
37790,37790,37810,37810,30,0.08%,2017-02-26,1395/12/08
37810,37770,37820,37780,20,0.05%,2017-02-25,1395/12/07
37790,37780,37810,37800,-,-,2017-02-23,1395/12/05
38680,37780,38680,37800,70,0.19%,2017-02-22,1395/12/04
37910,37860,38430,37870,30,0.08%,2017-02-21,1395/12/03
37920,37890,37920,37900,30,0.08%,2017-02-20,1395/12/02
38010,37920,38130,37930,90,0.24%,2017-02-19,1395/12/01
38100,38000,38110,38020,90,0.24%,2017-02-18,1395/11/30
38140,38100,38150,38110,40,0.10%,2017-02-16,1395/11/28
38140,38140,38250,38150,70,0.18%,2017-02-15,1395/11/27
38130,38060,38140,38080,60,0.16%,2017-02-14,1395/11/26
38220,38140,38230,38140,90,0.24%,2017-02-13,1395/11/25
38270,38230,38380,38230,60,0.16%,2017-02-12,1395/11/24
38320,38290,38360,38290,30,0.08%,2017-02-11,1395/11/23
38250,38180,38270,38260,-,-,2017-02-09,1395/11/21
38370,38260,38370,38260,100,0.26%,2017-02-08,1395/11/20
38480,38300,38480,38360,110,0.29%,2017-02-07,1395/11/19
38540,38470,38560,38470,50,0.13%,2017-02-06,1395/11/18
38440,38440,38700,38520,90,0.23%,2017-02-05,1395/11/17
38260,38260,38440,38430,190,0.50%,2017-02-04,1395/11/16
38250,38160,38250,38240,20,0.05%,2017-02-02,1395/11/14
38260,38200,38310,38260,50,0.13%,2017-02-01,1395/11/13
38220,38130,38250,38210,20,0.05%,2017-01-31,1395/11/12
38530,38210,38530,38230,280,0.73%,2017-01-30,1395/11/11
38600,38430,38630,38510,80,0.21%,2017-01-29,1395/11/10
38660,38570,38730,38590,10,0.03%,2017-01-28,1395/11/09
38650,38550,38650,38580,20,0.05%,2017-01-26,1395/11/07
38560,38490,38640,38600,60,0.16%,2017-01-25,1395/11/06
38450,38450,38850,38540,40,0.10%,2017-01-24,1395/11/05
38290,38280,38590,38500,170,0.44%,2017-01-23,1395/11/04
38050,37890,38350,38330,250,0.66%,2017-01-22,1395/11/03
38270,37870,38370,38080,160,0.42%,2017-01-21,1395/11/02
38420,38120,38420,38240,40,0.10%,2017-01-19,1395/10/30
38670,38130,38670,38200,140,0.37%,2017-01-18,1395/10/29
39080,38340,39460,38340,800,2.09%,2017-01-17,1395/10/28
39400,39090,39410,39140,300,0.77%,2017-01-16,1395/10/27
39470,39160,39470,39440,70,0.18%,2017-01-15,1395/10/26
39810,39480,39850,39510,280,0.71%,2017-01-14,1395/10/25
39800,39670,39820,39790,-,-,2017-01-12,1395/10/23
39660,39510,39790,39790,140,0.35%,2017-01-11,1395/10/22
39480,39480,39660,39650,200,0.51%,2017-01-09,1395/10/20
39550,39420,39560,39450,410,1.05%,2017-01-08,1395/10/19
39090,39010,39110,39040,10,0.03%,2017-01-07,1395/10/18
39050,38940,39080,39030,30,0.08%,2017-01-05,1395/10/16
39200,38790,39200,39000,140,0.36%,2017-01-04,1395/10/15
38800,38800,39190,39140,350,0.90%,2017-01-03,1395/10/14
38260,38260,38810,38790,440,1.15%,2017-01-02,1395/10/13
39260,38270,39260,38350,1130,2.95%,2017-01-01,1395/10/12
40200,39480,40260,39480,810,2.05%,2016-12-31,1395/10/11
40770,40190,40770,40290,460,1.14%,2016-12-29,1395/10/09
40570,40570,41230,40750,460,1.13%,2016-12-28,1395/10/08
40830,40830,41210,41210,490,1.20%,2016-12-27,1395/10/07
40530,40220,40890,40720,60,0.15%,2016-12-26,1395/10/06
40030,39750,40680,40660,780,1.96%,2016-12-25,1395/10/05
39830,39770,39880,39880,30,0.08%,2016-12-24,1395/10/04
39790,39780,39910,39850,70,0.18%,2016-12-22,1395/10/02
39370,39370,39780,39780,600,1.53%,2016-12-21,1395/10/01
39220,39160,39320,39180,10,0.03%,2016-12-20,1395/09/30
39300,39110,39300,39170,110,0.28%,2016-12-19,1395/09/29
39100,39100,39310,39280,-,-,2016-12-18,1395/09/28
39200,39190,39280,39280,140,0.36%,2016-12-15,1395/09/25
39160,39110,39200,39140,170,0.44%,2016-12-14,1395/09/24
38750,38750,38990,38970,290,0.75%,2016-12-13,1395/09/23
39000,38680,39000,38680,230,0.59%,2016-12-12,1395/09/22
39100,38850,39100,38910,80,0.21%,2016-12-11,1395/09/21
39130,38900,39130,38990,-,-,2016-12-10,1395/09/20
38990,38840,38990,38990,230,0.59%,2016-12-08,1395/09/18
38990,38720,38990,38760,120,0.31%,2016-12-07,1395/09/17
39150,38680,39150,38880,80,0.21%,2016-12-06,1395/09/16
38390,38390,38990,38960,10,0.03%,2016-12-05,1395/09/15
38800,38470,39220,38950,930,2.45%,2016-12-04,1395/09/14
38130,37830,38150,38020,270,0.71%,2016-12-03,1395/09/13
38850,37890,38850,38290,420,1.10%,2016-12-01,1395/09/11
38050,37920,38740,38710,800,2.11%,2016-11-29,1395/09/09
37180,37180,37940,37910,450,1.20%,2016-11-27,1395/09/07
37040,36990,37490,37460,280,0.75%,2016-11-26,1395/09/06
37050,37050,37240,37180,150,0.41%,2016-11-24,1395/09/04
36880,36800,37110,37030,260,0.71%,2016-11-23,1395/09/03
36840,36680,36840,36770,40,0.11%,2016-11-22,1395/09/02
36720,36320,36760,36730,80,0.22%,2016-11-21,1395/09/01
36900,36420,36900,36810,40,0.11%,2016-11-19,1395/08/29
36800,36710,36920,36850,110,0.30%,2016-11-17,1395/08/27
36660,36660,36750,36740,60,0.16%,2016-11-16,1395/08/26
36670,36660,36700,36680,-,-,2016-11-15,1395/08/25
36650,36500,36690,36680,130,0.36%,2016-11-14,1395/08/24
36440,36440,36590,36550,70,0.19%,2016-11-13,1395/08/23
36560,36480,36680,36480,90,0.25%,2016-11-12,1395/08/22
36590,36390,36590,36570,90,0.25%,2016-11-10,1395/08/20
36310,36310,36520,36480,80,0.22%,2016-11-09,1395/08/19
35750,35750,36460,36400,150,0.41%,2016-11-08,1395/08/18
36320,36230,36320,36250,40,0.11%,2016-11-07,1395/08/17
36180,36180,36290,36290,60,0.17%,2016-11-06,1395/08/16
36120,36120,36280,36230,30,0.08%,2016-11-05,1395/08/15
36240,36080,36270,36200,30,0.08%,2016-11-03,1395/08/13
36300,36190,36300,36230,40,0.11%,2016-11-02,1395/08/12
36280,36210,36280,36270,80,0.22%,2016-11-01,1395/08/11
36190,36110,36210,36190,80,0.22%,2016-10-31,1395/08/10
36190,35830,36190,36110,30,0.08%,2016-10-30,1395/08/09
36120,36010,36150,36080,100,0.28%,2016-10-29,1395/08/08
35800,35800,36180,36180,130,0.36%,2016-10-27,1395/08/06
35920,35770,36080,36050,370,1.04%,2016-10-26,1395/08/05
35950,35680,35980,35680,270,0.76%,2016-10-25,1395/08/04
35870,35870,35950,35950,40,0.11%,2016-10-24,1395/08/03
35920,35790,35920,35910,30,0.08%,2016-10-23,1395/08/02
35850,35850,35880,35880,30,0.08%,2016-10-22,1395/08/01
35910,35780,35920,35850,-,-,2016-10-20,1395/07/29
35900,35820,35900,35850,20,0.06%,2016-10-19,1395/07/28
35950,35800,35950,35830,20,0.06%,2016-10-18,1395/07/27
35950,35440,35950,35850,30,0.08%,2016-10-17,1395/07/26
35970,35880,35980,35880,-,-,2016-10-16,1395/07/25
35890,35880,35970,35880,30,0.08%,2016-10-15,1395/07/24
35950,35800,35950,35850,-,-,2016-10-13,1395/07/22
35900,35810,35900,35850,40,0.11%,2016-10-10,1395/07/19
35810,35790,35820,35810,40,0.11%,2016-10-09,1395/07/18
35800,35400,35870,35850,130,0.36%,2016-10-08,1395/07/17
35880,35720,35880,35720,150,0.42%,2016-10-06,1395/07/15
35890,35670,35890,35870,10,0.03%,2016-10-05,1395/07/14
35880,35830,35880,35860,50,0.14%,2016-10-04,1395/07/13
35850,35800,35850,35810,40,0.11%,2016-10-03,1395/07/12
35700,35700,35860,35770,60,0.17%,2016-10-02,1395/07/11
35800,35620,35870,35830,30,0.08%,2016-10-01,1395/07/10
35800,35740,35810,35800,190,0.53%,2016-09-29,1395/07/08
35750,35610,35760,35610,120,0.34%,2016-09-28,1395/07/07
35800,35670,35800,35730,30,0.08%,2016-09-27,1395/07/06
35700,35640,35760,35700,20,0.06%,2016-09-26,1395/07/05
35720,35650,35740,35680,50,0.14%,2016-09-25,1395/07/04
35670,35610,35670,35630,90,0.25%,2016-09-24,1395/07/03
35760,35520,35760,35540,60,0.17%,2016-09-22,1395/07/01
35600,35590,35650,35600,80,0.23%,2016-09-21,1395/06/31
35710,35520,35710,35520,80,0.23%,2016-09-19,1395/06/29
35740,35490,35740,35600,20,0.06%,2016-09-18,1395/06/28
35540,35400,35630,35620,100,0.28%,2016-09-17,1395/06/27
35550,35490,35720,35720,90,0.25%,2016-09-15,1395/06/25
35510,35480,35630,35630,20,0.06%,2016-09-14,1395/06/24
35500,35470,35610,35610,110,0.31%,2016-09-13,1395/06/23
35520,35420,35550,35500,50,0.14%,2016-09-11,1395/06/21
35530,35450,35560,35450,120,0.34%,2016-09-10,1395/06/20
35610,35450,35610,35570,30,0.08%,2016-09-08,1395/06/18
35560,35460,35580,35540,10,0.03%,2016-09-07,1395/06/17
35490,35470,35610,35550,30,0.08%,2016-09-06,1395/06/16
35590,35430,35700,35520,130,0.37%,2016-09-05,1395/06/15
35640,35560,35650,35650,60,0.17%,2016-09-04,1395/06/14
35700,35550,35700,35590,20,0.06%,2016-09-03,1395/06/13
35470,35430,35630,35570,20,0.06%,2016-09-01,1395/06/11
35480,35480,35640,35550,-,-,2016-08-31,1395/06/10
35510,35490,35640,35550,-,-,2016-08-30,1395/06/09
35580,35450,35580,35550,50,0.14%,2016-08-29,1395/06/08
35700,35480,35700,35500,60,0.17%,2016-08-28,1395/06/07
35390,35390,35600,35560,260,0.74%,2016-08-27,1395/06/06
35430,35300,35480,35300,130,0.37%,2016-08-25,1395/06/04
35680,35400,35680,35430,10,0.03%,2016-08-24,1395/06/03
35570,35380,35570,35420,50,0.14%,2016-08-23,1395/06/02
35390,35350,35510,35470,200,0.57%,2016-08-22,1395/06/01
35370,35270,35510,35270,150,0.43%,2016-08-21,1395/05/31
35520,35120,35540,35120,330,0.94%,2016-08-20,1395/05/30
35440,35340,35530,35450,30,0.08%,2016-08-18,1395/05/28
35320,35280,35510,35420,10,0.03%,2016-08-17,1395/05/27
35210,35210,35490,35430,-,-,2016-08-16,1395/05/26
35640,35290,35640,35430,120,0.34%,2016-08-15,1395/05/25
35350,35310,35490,35310,210,0.59%,2016-08-14,1395/05/24
35350,35350,35540,35520,240,0.68%,2016-08-13,1395/05/23
35280,35280,35280,35280,100,0.28%,2016-08-12,1395/05/22
35540,35340,35580,35380,30,0.08%,2016-08-11,1395/05/21
35430,35310,35490,35350,100,0.28%,2016-08-10,1395/05/20
35380,35280,35450,35450,50,0.14%,2016-08-09,1395/05/19
35390,35350,35420,35400,70,0.20%,2016-08-08,1395/05/18
35390,35290,35390,35330,60,0.17%,2016-08-07,1395/05/17
35320,35210,35320,35270,100,0.28%,2016-08-06,1395/05/16
35350,35120,35380,35170,140,0.40%,2016-08-04,1395/05/14
35360,35290,35420,35310,90,0.25%,2016-08-03,1395/05/13
35380,35340,35400,35400,120,0.34%,2016-08-02,1395/05/12
35350,35270,35370,35280,100,0.28%,2016-08-01,1395/05/11
35410,35300,35410,35380,60,0.17%,2016-07-31,1395/05/10
35380,35120,35440,35440,260,0.74%,2016-07-28,1395/05/07
35370,35180,35370,35180,-,-,2016-07-27,1395/05/06
35250,35170,35250,35180,70,0.20%,2016-07-26,1395/05/05
35150,35080,35220,35110,60,0.17%,2016-07-25,1395/05/04
35170,35140,35170,35170,80,0.23%,2016-07-24,1395/05/03
35100,35070,35120,35090,60,0.17%,2016-07-23,1395/05/02
35080,35030,35180,35030,100,0.29%,2016-07-21,1395/04/31
35150,35030,35210,35130,60,0.17%,2016-07-20,1395/04/30
35080,35000,35230,35190,40,0.11%,2016-07-19,1395/04/29
35270,34990,35270,35150,30,0.09%,2016-07-18,1395/04/28
35150,34940,35150,35120,10,0.03%,2016-07-17,1395/04/27
35120,35080,35210,35110,70,0.20%,2016-07-16,1395/04/26
35130,34990,35220,35040,30,0.09%,2016-07-14,1395/04/24
35320,34990,35320,35010,110,0.31%,2016-07-13,1395/04/23
35290,35070,35290,35120,110,0.31%,2016-07-12,1395/04/22
35070,34940,35070,35010,40,0.11%,2016-07-11,1395/04/21
34810,34750,35030,34970,140,0.40%,2016-07-10,1395/04/20
34900,34760,34900,34830,40,0.11%,2016-07-09,1395/04/19
34930,34780,34930,34870,-,-,2016-07-05,1395/04/15
34830,34680,34880,34870,80,0.23%,2016-07-04,1395/04/14
35120,34790,35120,34790,370,1.06%,2016-07-03,1395/04/13
35340,35110,35350,35160,130,0.37%,2016-07-02,1395/04/12
35310,35290,35370,35290,100,0.28%,2016-06-30,1395/04/10
34910,34910,35190,35190,300,0.86%,2016-06-29,1395/04/09
34870,34870,35000,34890,40,0.11%,2016-06-28,1395/04/08
34710,34710,34890,34850,240,0.69%,2016-06-26,1395/04/06
34550,34550,34610,34610,20,0.06%,2016-06-25,1395/04/05
34620,34620,34650,34630,30,0.09%,2016-06-22,1395/04/02
34570,34570,34610,34600,50,0.14%,2016-06-21,1395/04/01
34550,34550,34580,34550,10,0.03%,2016-06-20,1395/03/31
34560,34540,34570,34540,-,-,2016-06-19,1395/03/30
34540,34540,34540,34540,10,0.03%,2016-06-18,1395/03/29
34590,34550,34590,34550,50,0.14%,2016-06-16,1395/03/27
34580,34580,34640,34600,10,0.03%,2016-06-15,1395/03/26
34560,34560,34600,34590,60,0.17%,2016-06-14,1395/03/25
34580,34530,34580,34530,70,0.20%,2016-06-13,1395/03/24
34590,34580,34600,34600,10,0.03%,2016-06-12,1395/03/23
34620,34610,34660,34610,10,0.03%,2016-06-11,1395/03/22
34590,34590,34600,34600,20,0.06%,2016-06-09,1395/03/20
34560,34520,34590,34580,30,0.09%,2016-06-08,1395/03/19
34540,34540,34580,34550,20,0.06%,2016-06-07,1395/03/18
34660,34530,34660,34530,140,0.41%,2016-06-06,1395/03/17
34700,34670,34700,34670,40,0.12%,2016-06-05,1395/03/16
34700,34700,34710,34710,-,-,2016-06-04,1395/03/15
34700,34700,34710,34710,-,-,2016-06-03,1395/03/14
34720,34710,34750,34710,60,0.17%,2016-06-02,1395/03/13
34630,34600,34650,34650,-,-,2016-06-01,1395/03/12
34650,34650,34740,34650,20,0.06%,2016-05-31,1395/03/11
34690,34580,34710,34630,70,0.20%,2016-05-30,1395/03/10
34830,34690,34830,34700,90,0.26%,2016-05-29,1395/03/09
34700,34700,34840,34790,240,0.69%,2016-05-28,1395/03/08
34570,34550,34600,34550,10,0.03%,2016-05-26,1395/03/06
34640,34540,34640,34540,10,0.03%,2016-05-25,1395/03/05
34540,34520,34560,34550,60,0.17%,2016-05-24,1395/03/04
34400,34400,34500,34490,100,0.29%,2016-05-23,1395/03/03
34400,34390,34400,34390,20,0.06%,2016-05-21,1395/03/01
34410,34370,34420,34370,-,-,2016-05-19,1395/02/30
34380,34350,34380,34370,-,-,2016-05-18,1395/02/29
34410,34370,34410,34370,20,0.06%,2016-05-17,1395/02/28
34450,34390,34460,34390,30,0.09%,2016-05-16,1395/02/27
34390,34360,34420,34420,20,0.06%,2016-05-15,1395/02/26
34400,34400,34400,34400,30,0.09%,2016-05-14,1395/02/25
34500,34430,34500,34430,60,0.17%,2016-05-12,1395/02/23
34510,34490,34580,34490,10,0.03%,2016-05-11,1395/02/22
34510,34500,34540,34500,50,0.15%,2016-05-10,1395/02/21
34450,34390,34450,34450,10,0.03%,2016-05-09,1395/02/20
34450,34420,34510,34460,20,0.06%,2016-05-08,1395/02/19
34440,34300,34440,34440,10,0.03%,2016-05-07,1395/02/18
34480,34420,34480,34430,40,0.12%,2016-05-04,1395/02/15
34560,34470,34570,34470,30,0.09%,2016-05-03,1395/02/14
34570,34500,34620,34500,10,0.03%,2016-05-02,1395/02/13
34540,34480,34540,34510,40,0.12%,2016-05-01,1395/02/12
34560,34530,34570,34550,20,0.06%,2016-04-30,1395/02/11
34630,34570,34630,34570,30,0.09%,2016-04-28,1395/02/09
34650,34600,34650,34600,-,-,2016-04-27,1395/02/08
34660,34600,34660,34600,70,0.20%,2016-04-26,1395/02/07
34700,34670,34730,34670,20,0.06%,2016-04-25,1395/02/06
34650,34650,34710,34690,100,0.29%,2016-04-24,1395/02/05
34630,34590,34630,34590,10,0.03%,2016-04-23,1395/02/04
34680,34580,34680,34580,60,0.17%,2016-04-20,1395/02/01
34540,34540,34640,34640,130,0.38%,2016-04-19,1395/01/31
34590,34510,34590,34510,40,0.12%,2016-04-18,1395/01/30
34700,34550,34700,34550,90,0.26%,2016-04-17,1395/01/29
34740,34640,34740,34640,20,0.06%,2016-04-16,1395/01/28
34650,34590,34650,34620,40,0.12%,2016-04-14,1395/01/26
34670,34630,34690,34660,30,0.09%,2016-04-13,1395/01/25
34820,34690,34820,34690,10,0.03%,2016-04-12,1395/01/24
34750,34700,34750,34700,20,0.06%,2016-04-11,1395/01/23
34760,34720,34800,34720,30,0.09%,2016-04-10,1395/01/22
34670,34670,34690,34690,40,0.12%,2016-04-09,1395/01/21
34650,34650,34650,34650,-,-,2016-04-08,1395/01/20
34800,34650,34800,34650,50,0.14%,2016-04-07,1395/01/19
34910,34690,34930,34700,60,0.17%,2016-04-06,1395/01/18
34700,34700,34780,34760,260,0.75%,2016-04-05,1395/01/17
34500,34480,34610,34500,10,0.03%,2016-04-04,1395/01/16
34720,34490,34720,34490,260,0.75%,2016-04-03,1395/01/15
34890,34750,34940,34750,100,0.29%,2016-04-02,1395/01/14
34850,34850,34850,34850,30,0.09%,2016-03-31,1395/01/12
34890,34820,34890,34820,310,0.89%,2016-03-30,1395/01/11
34960,34960,35140,35130,470,1.36%,2016-03-29,1395/01/10
34660,34660,34670,34660,20,0.06%,2016-03-27,1395/01/08
34300,34300,34750,34680,430,1.26%,2016-03-26,1395/01/07
34250,34250,34250,34250,50,0.15%,2016-03-17,1394/12/27
34330,34300,34370,34300,10,0.03%,2016-03-16,1394/12/26
34240,34240,34310,34290,110,0.32%,2016-03-15,1394/12/25
34180,34140,34270,34180,90,0.26%,2016-03-14,1394/12/24
34290,34270,34290,34270,100,0.29%,2016-03-12,1394/12/22
34450,34370,34460,34370,130,0.38%,2016-03-10,1394/12/20
34120,34090,34270,34240,160,0.47%,2016-03-09,1394/12/19
34250,34050,34250,34080,180,0.53%,2016-03-08,1394/12/18
34300,34230,34330,34260,80,0.23%,2016-03-07,1394/12/17
34260,34260,34340,34340,90,0.26%,2016-03-06,1394/12/16
34430,34250,34440,34250,200,0.58%,2016-03-05,1394/12/15
34560,34450,34570,34450,90,0.26%,2016-03-03,1394/12/13
34660,34540,34760,34540,-,-,2016-03-02,1394/12/12
34560,34540,34620,34540,10,0.03%,2016-03-01,1394/12/11
34580,34550,34700,34550,-,-,2016-02-29,1394/12/10
34810,34550,34850,34550,300,0.87%,2016-02-28,1394/12/09
34880,34850,34990,34850,100,0.29%,2016-02-27,1394/12/08
34890,34750,34890,34750,70,0.20%,2016-02-25,1394/12/06
34660,34660,34740,34680,30,0.09%,2016-02-24,1394/12/05
34550,34550,34720,34650,110,0.32%,2016-02-23,1394/12/04
34540,34540,34800,34540,40,0.12%,2016-02-22,1394/12/03
34440,34370,34540,34500,50,0.15%,2016-02-21,1394/12/02
34690,34450,34690,34450,260,0.75%,2016-02-20,1394/12/01
34820,34710,34890,34710,90,0.26%,2016-02-18,1394/11/29
34560,34560,34690,34620,190,0.55%,2016-02-17,1394/11/28
33960,33960,34430,34430,590,1.74%,2016-02-16,1394/11/27
34000,33840,34540,33840,40,0.12%,2016-02-15,1394/11/26
34590,33800,34620,33800,-,-,2016-02-14,1394/11/25
34660,33800,34970,33800,-,-,2016-02-13,1394/11/24
34100,33800,35000,33800,-,-,2016-02-10,1394/11/21
34210,33800,35440,33800,-,-,2016-02-09,1394/11/20
35360,33800,35600,33800,-,-,2016-02-08,1394/11/19
34270,33800,35640,33800,10,0.03%,2016-02-07,1394/11/18
34330,33810,35850,33810,10,0.03%,2016-02-06,1394/11/17
34260,33820,35990,33820,-,-,2016-02-04,1394/11/15
34430,33820,36220,33820,10,0.03%,2016-02-03,1394/11/14
35570,33830,36180,33830,-,-,2016-02-02,1394/11/13
36250,33830,36250,33830,10,0.03%,2016-02-01,1394/11/12
36050,33840,36050,33840,20,0.06%,2016-01-31,1394/11/11
34640,33820,36260,33820,20,0.06%,2016-01-30,1394/11/10
35860,33840,36270,33840,-,-,2016-01-28,1394/11/08
36500,33840,36500,33840,10,0.03%,2016-01-27,1394/11/07
36430,33850,36430,33850,-,-,2016-01-26,1394/11/06
